pidp,wave,sex,age,partner,degree,inc4,owner,gor_dv
748779287,Wave 5,female,73,No partner,No degree,3,Owner,East of England
748782687,Wave 5,female,48,No partner,No degree,2,Owner,East of England
752256922,Wave 5,male,23,No partner,No degree,3,Not owner,East of England
748782691,Wave 5,male,25,No partner,No degree,Lowest 25%,Not owner,East of England
748785407,Wave 5,male,57,No partner,No degree,Lowest 25%,Owner,East of England
752270482,Wave 5,female,63,No partner,Degree,3,Owner,East of England
748790167,Wave 5,male,67,No partner,Degree,Lowest 25%,Owner,East of England
748791527,Wave 5,male,70,No partner,No degree,Highest 25%,Missing,East of England
748792887,Wave 5,male,53,No partner,Degree,Highest 25%,Owner,East of England
748794927,Wave 5,female,59,Partner,No degree,3,Not owner,East of England
748794931,Wave 5,male,60,Partner,No degree,Highest 25%,Not owner,East of England
748796287,Wave 5,female,24,No partner,Degree,Highest 25%,Owner,East Midlands
752311282,Wave 5,male,24,No partner,Degree,3,Owner,East Midlands
748798331,Wave 5,male,46,Partner,Degree,3,Owner,East of England
748798327,Wave 5,female,46,Partner,Degree,Highest 25%,Owner,East of England
748799011,Wave 5,male,40,Partner,Degree,3,Owner,East of England
748799007,Wave 5,female,39,Partner,Degree,2,Owner,East of England
748799691,Wave 5,male,54,No partner,No degree,Lowest 25%,Not owner,East of England
748799687,Wave 5,female,54,No partner,No degree,2,Not owner,East of England
748801727,Wave 5,female,41,No partner,No degree,3,Not owner,East of England
748802411,Wave 5,male,47,No partner,No degree,Highest 25%,Owner,East of England
748802407,Wave 5,female,55,No partner,Degree,Highest 25%,Owner,East of England
748803087,Wave 5,male,45,No partner,Degree,3,Owner,East of England
752508486,Wave 5,female,17,No partner,No degree,3,Not owner,East of England
748803767,Wave 5,male,27,No partner,No degree,3,Not owner,East of England
748803771,Wave 5,female,26,No partner,No degree,3,Not owner,East of England
748804447,Wave 5,male,49,No partner,No degree,3,Owner,East of England
748804451,Wave 5,female,47,No partner,No degree,2,Owner,East of England
748805807,Wave 5,male,37,Partner,No degree,3,Owner,East of England
748805811,Wave 5,female,43,Partner,No degree,2,Owner,East of England
748806487,Wave 5,male,41,No partner,No degree,2,Not owner,East of England
748807847,Wave 5,female,46,No partner,No degree,3,Owner,East of England
748808531,Wave 5,female,71,Partner,Degree,Highest 25%,Owner,East of England
748808527,Wave 5,male,71,Partner,Degree,Highest 25%,Owner,East of England
748810571,Wave 5,female,60,No partner,No degree,Highest 25%,Owner,East of England
748811251,Wave 5,female,65,Partner,Degree,Lowest 25%,Owner,East of England
748811247,Wave 5,male,68,Partner,Degree,Highest 25%,Owner,East of England
748811927,Wave 5,male,59,Partner,No degree,Lowest 25%,Owner,East of England
748811931,Wave 5,female,55,Partner,No degree,2,Owner,East of England
748813287,Wave 5,female,65,Partner,No degree,Lowest 25%,Owner,East of England
748813291,Wave 5,male,69,Partner,No degree,3,Owner,East of England
748816687,Wave 5,male,74,No partner,No degree,Lowest 25%,Owner,East of England
748816691,Wave 5,female,75,No partner,No degree,2,Owner,East of England
748817371,Wave 5,female,28,Partner,Degree,Highest 25%,Owner,East of England
748817367,Wave 5,male,27,Partner,Degree,Highest 25%,Owner,East of England
748818727,Wave 5,female,70,No partner,No degree,Highest 25%,Owner,East of England
748820767,Wave 5,female,76,No partner,Degree,2,Owner,East of England
748822127,Wave 5,female,59,Partner,Degree,2,Owner,East of England
748822143,Wave 5,female,23,No partner,Degree,Lowest 25%,Not owner,West Midlands
748822135,Wave 5,male,26,No partner,Degree,Highest 25%,Not owner,London
748825527,Wave 5,female,51,Partner,No degree,Highest 25%,Owner,East of England
748825531,Wave 5,male,53,Partner,No degree,Lowest 25%,Owner,East of England
748833007,Wave 5,female,64,No partner,Degree,3,Owner,East of England
748835731,Wave 5,female,62,Partner,Degree,Highest 25%,Owner,East of England
748835727,Wave 5,male,62,Partner,Degree,3,Owner,East of England
748840491,Wave 5,female,77,Partner,No degree,Lowest 25%,Owner,East of England
748840487,Wave 5,male,81,Partner,No degree,3,Owner,East of England
748844571,Wave 5,female,63,Partner,Degree,3,Owner,East of England
748844567,Wave 5,male,63,Partner,Degree,3,Owner,East of England
748850691,Wave 5,female,28,Partner,Degree,Lowest 25%,Not owner,London
748850687,Wave 5,male,40,Partner,Degree,Highest 25%,Not owner,London
748851367,Wave 5,female,41,No partner,No degree,3,Not owner,London
748854095,Wave 5,male,25,No partner,Degree,Lowest 25%,Not owner,London
748854103,Wave 5,female,23,No partner,No degree,2,Not owner,London
748854091,Wave 5,female,52,Partner,No degree,2,Not owner,London
748854099,Wave 5,male,20,No partner,Degree,2,Not owner,London
748854087,Wave 5,male,53,Partner,Degree,2,Not owner,London
748856811,Wave 5,female,37,Partner,No degree,3,Not owner,London
748856807,Wave 5,male,43,Partner,No degree,Lowest 25%,Not owner,London
748859527,Wave 5,female,77,No partner,No degree,2,Not owner,London
748860207,Wave 5,female,51,No partner,Degree,3,Not owner,London
748860219,Wave 5,male,22,No partner,Degree,2,Not owner,London
748867007,Wave 5,male,85,Partner,No degree,2,Not owner,London
748867011,Wave 5,female,83,Partner,No degree,2,Not owner,London
752732882,Wave 5,female,50,No partner,Degree,Highest 25%,Owner,London
748871767,Wave 5,female,51,No partner,No degree,Highest 25%,Owner,London
748878567,Wave 5,female,30,No partner,Degree,3,Not owner,South West
748879247,Wave 5,male,38,No partner,Degree,3,Owner,London
748879251,Wave 5,female,31,No partner,Degree,Highest 25%,Not owner,London
748896247,Wave 5,male,33,Partner,Degree,Highest 25%,Owner,London
752148088,Wave 5,female,34,Partner,Degree,2,Owner,London
748898287,Wave 5,female,57,No partner,Degree,Highest 25%,Not owner,London
748898295,Wave 5,male,26,No partner,Degree,3,Not owner,London
748902503,Wave 5,female,45,No partner,No degree,Highest 25%,Not owner,London
748902507,Wave 5,female,17,No partner,No degree,Lowest 25%,Not owner,London
748904407,Wave 5,female,37,No partner,Degree,2,Not owner,London
748906451,Wave 5,female,36,Partner,Degree,Highest 25%,Owner,London
748906447,Wave 5,male,37,Partner,Degree,Highest 25%,Owner,London
748910531,Wave 5,female,56,No partner,Degree,Highest 25%,Not owner,South West
748911207,Wave 5,male,62,No partner,Degree,Highest 25%,Owner,London
748911211,Wave 5,female,67,No partner,Degree,Highest 25%,Owner,London
748917327,Wave 5,male,36,No partner,Degree,Highest 25%,Owner,London
748935019,Wave 5,male,30,No partner,No degree,3,Not owner,London
748935007,Wave 5,male,36,Partner,No degree,Highest 25%,Not owner,London
748935011,Wave 5,female,37,Partner,No degree,Lowest 25%,Not owner,London
748937727,Wave 5,female,49,Partner,Degree,Highest 25%,Owner,London
748937731,Wave 5,male,48,Partner,No degree,Lowest 25%,Owner,London
748939767,Wave 5,female,27,No partner,No degree,3,Not owner,London
748946571,Wave 5,female,34,Partner,No degree,Highest 25%,Owner,London
748946567,Wave 5,male,39,Partner,No degree,Highest 25%,Owner,London
748950651,Wave 5,male,29,No partner,No degree,Lowest 25%,Not owner,London
748950647,Wave 5,female,49,No partner,No degree,Highest 25%,Owner,London
748953367,Wave 5,male,57,Partner,No degree,Highest 25%,Owner,London
748953371,Wave 5,female,58,Partner,No degree,2,Owner,London
748962207,Wave 5,male,28,No partner,Degree,Lowest 25%,Not owner,London
748962899,Wave 5,female,22,No partner,No degree,3,Not owner,London
748962891,Wave 5,male,48,Partner,No degree,Highest 25%,Owner,London
748962887,Wave 5,female,43,Partner,Degree,2,Owner,London
748962903,Wave 5,female,20,No partner,Degree,3,Not owner,London
748962895,Wave 5,male,24,No partner,Degree,2,Not owner,London
748973095,Wave 5,female,20,No partner,No degree,Lowest 25%,Not owner,London
748973091,Wave 5,male,55,Partner,Degree,Highest 25%,Owner,London
748973087,Wave 5,female,49,Partner,No degree,2,Owner,London
748973767,Wave 5,male,42,Partner,Degree,Highest 25%,Owner,London
748976487,Wave 5,female,79,No partner,Degree,3,Owner,London
748977167,Wave 5,female,71,Partner,No degree,2,Owner,London
748977171,Wave 5,male,75,Partner,No degree,Highest 25%,Owner,London
748978527,Wave 5,female,38,Partner,Degree,Lowest 25%,Owner,London
748978531,Wave 5,male,36,Partner,Degree,Highest 25%,Owner,London
748979211,Wave 5,male,65,Partner,No degree,Lowest 25%,Owner,London
748979207,Wave 5,female,65,Partner,No degree,2,Owner,London
748979887,Wave 5,female,59,No partner,No degree,3,Not owner,London
748981939,Wave 5,male,22,No partner,No degree,2,Not owner,London
748981931,Wave 5,female,44,Partner,No degree,Lowest 25%,Owner,London
748981935,Wave 5,female,24,No partner,Degree,Lowest 25%,Not owner,London
748981927,Wave 5,male,47,Partner,No degree,3,Owner,London
748986687,Wave 5,male,41,Partner,No degree,3,Owner,London
748986691,Wave 5,female,40,Partner,Degree,2,Owner,London
753596604,Wave 5,female,79,No partner,No degree,Lowest 25%,Owner,London
748989411,Wave 5,female,55,Partner,No degree,Lowest 25%,Owner,London
748989407,Wave 5,male,57,Partner,No degree,Highest 25%,Not owner,London
748989415,Wave 5,female,28,Partner,No degree,3,Owner,London
748990771,Wave 5,female,36,No partner,Degree,Highest 25%,Owner,London
748990767,Wave 5,male,40,No partner,Degree,3,Owner,London
748994167,Wave 5,female,67,Partner,Degree,3,Owner,London
748994171,Wave 5,male,71,Partner,No degree,3,Owner,London
748996887,Wave 5,female,53,Partner,Degree,3,Owner,London
748996891,Wave 5,male,53,Partner,Degree,Highest 25%,Owner,London
748996899,Wave 5,female,17,No partner,No degree,Lowest 25%,Not owner,London
749000967,Wave 5,female,65,Partner,No degree,2,Owner,London
749004367,Wave 5,male,29,Partner,Degree,Highest 25%,Owner,South East
749004371,Wave 5,female,27,Partner,No degree,Lowest 25%,Owner,South East
749006407,Wave 5,female,54,No partner,Degree,3,Owner,South East
749007087,Wave 5,male,86,No partner,No degree,2,Owner,South East
749008451,Wave 5,female,40,Partner,No degree,Lowest 25%,Not owner,South East
749008447,Wave 5,male,41,Partner,No degree,2,Not owner,South East
749008455,Wave 5,male,18,No partner,No degree,2,Not owner,South East
749009127,Wave 5,female,49,Partner,Degree,3,Owner,South East
753263282,Wave 5,male,52,Partner,No degree,Lowest 25%,Owner,South East
749013887,Wave 5,male,54,Partner,No degree,Lowest 25%,Owner,South East
749013891,Wave 5,female,51,Partner,No degree,2,Owner,South East
752528928,Wave 5,male,29,No partner,No degree,Lowest 25%,Not owner,South East
749013895,Wave 5,female,23,No partner,Degree,2,Not owner,South East
749015247,Wave 5,male,71,Partner,No degree,Highest 25%,Owner,South East
749015251,Wave 5,female,68,Partner,No degree,Lowest 25%,Owner,South East
749015931,Wave 5,female,27,No partner,No degree,3,Owner,South East
749015927,Wave 5,male,36,No partner,No degree,Highest 25%,Owner,South East
749016607,Wave 5,female,66,No partner,No degree,2,Owner,South East
749024087,Wave 5,male,64,No partner,No degree,3,Owner,South East
749025451,Wave 5,male,56,Partner,No degree,Lowest 25%,Not owner,South East
753460566,Wave 5,female,22,No partner,No degree,Lowest 25%,Not owner,South East
752576648,Wave 5,male,17,No partner,No degree,Lowest 25%,Not owner,South East
749025455,Wave 5,female,44,Partner,No degree,2,Not owner,South East
749025459,Wave 5,male,26,No partner,No degree,2,Not owner,South East
753460526,Wave 5,male,23,No partner,No degree,2,Not owner,South East
749032247,Wave 5,female,41,No partner,Degree,Highest 25%,Owner,South East
749033607,Wave 5,male,54,No partner,No degree,3,Owner,South East
749035647,Wave 5,female,36,No partner,No degree,Lowest 25%,Not owner,South East
753514966,Wave 5,male,33,No partner,No degree,Highest 25%,Not owner,South East
749039727,Wave 5,female,47,Partner,No degree,Lowest 25%,Owner,South East
749039739,Wave 5,male,17,No partner,No degree,Lowest 25%,Not owner,South East
749039735,Wave 5,female,18,No partner,No degree,Lowest 25%,Not owner,South East
749039731,Wave 5,male,46,Partner,No degree,Highest 25%,Owner,South East
749041775,Wave 5,male,27,No partner,No degree,2,Not owner,South East
749041771,Wave 5,female,54,Partner,No degree,2,Owner,South East
749041767,Wave 5,male,59,Partner,Degree,3,Owner,South East
752644488,Wave 5,female,23,No partner,Degree,3,Owner,South East
749041779,Wave 5,male,24,No partner,No degree,2,Owner,South East
749045851,Wave 5,female,65,Partner,No degree,2,Not owner,South East
749045847,Wave 5,male,67,Partner,No degree,3,Not owner,South East
749047207,Wave 5,female,54,No partner,No degree,3,Owner,South East
749047215,Wave 5,male,21,No partner,No degree,Lowest 25%,Not owner,South East
749049251,Wave 5,female,32,No partner,No degree,3,Not owner,South East
753576766,Wave 5,female,29,No partner,No degree,3,Owner,East Midlands
749049247,Wave 5,male,32,No partner,No degree,Highest 25%,Owner,East Midlands
749049931,Wave 5,male,46,Partner,No degree,3,Not owner,South East
749049927,Wave 5,female,38,Partner,Degree,Highest 25%,Not owner,South East
749051291,Wave 5,female,66,Partner,No degree,Lowest 25%,Owner,South East
749051287,Wave 5,male,69,Partner,No degree,2,Owner,South East
752692208,Wave 5,male,28,No partner,No degree,Lowest 25%,Not owner,South East
749051967,Wave 5,male,31,Partner,No degree,Highest 25%,Not owner,South East
749051971,Wave 5,female,26,Partner,No degree,Lowest 25%,Not owner,South East
749056051,Wave 5,female,32,Partner,Degree,3,Owner,South East
749056047,Wave 5,male,46,Partner,Degree,Highest 25%,Owner,South East
749057407,Wave 5,female,39,Partner,Degree,2,Owner,South East
749057411,Wave 5,male,44,Partner,No degree,Highest 25%,Owner,South East
749058767,Wave 5,female,45,No partner,Degree,2,Owner,South East
749058771,Wave 5,male,52,No partner,Degree,3,Owner,South East
749060131,Wave 5,male,59,Partner,No degree,Highest 25%,Not owner,South East
749060135,Wave 5,male,24,No partner,No degree,Lowest 25%,Not owner,South East
749060127,Wave 5,female,57,Partner,No degree,2,Not owner,South East
749060811,Wave 5,male,69,Partner,Degree,Highest 25%,Owner,South East
749060807,Wave 5,female,69,Partner,No degree,Lowest 25%,Owner,South East
749064211,Wave 5,male,70,Partner,No degree,2,Owner,South East
749064207,Wave 5,female,75,Partner,Degree,Lowest 25%,Owner,South East
749064887,Wave 5,male,78,No partner,No degree,3,Not owner,South East
749065571,Wave 5,male,51,No partner,No degree,3,Not owner,South East
749065575,Wave 5,male,25,No partner,No degree,2,Not owner,South East
749065567,Wave 5,female,27,No partner,No degree,2,Not owner,South East
749069651,Wave 5,female,33,Partner,No degree,Lowest 25%,Not owner,South East
749069647,Wave 5,male,41,Partner,No degree,3,Not owner,South East
753698606,Wave 5,male,24,No partner,No degree,3,Not owner,South East
749070331,Wave 5,male,54,Partner,No degree,3,Owner,South East
749070327,Wave 5,female,47,Partner,No degree,Lowest 25%,Owner,South East
749070335,Wave 5,male,22,No partner,No degree,3,Not owner,South East
749070339,Wave 5,female,23,No partner,No degree,2,Not owner,South East
749071011,Wave 5,female,75,Partner,Degree,2,Owner,South East
749071007,Wave 5,male,76,Partner,No degree,3,Owner,South East
749072371,Wave 5,female,34,Partner,Degree,Highest 25%,Owner,South East
749072367,Wave 5,male,36,Partner,Degree,Highest 25%,Owner,South East
749078487,Wave 5,female,82,No partner,No degree,2,Not owner,South East
749079847,Wave 5,female,63,Partner,No degree,3,Owner,South East
749079851,Wave 5,male,68,Partner,No degree,Highest 25%,Owner,South East
749088011,Wave 5,male,21,No partner,No degree,Lowest 25%,Not owner,South East
749088015,Wave 5,male,20,No partner,No degree,Lowest 25%,Not owner,South East
749088007,Wave 5,female,52,No partner,No degree,3,Owner,South East
749089367,Wave 5,male,71,No partner,No degree,2,Not owner,South East
749090731,Wave 5,male,37,No partner,No degree,2,Owner,South East
749090727,Wave 5,female,34,No partner,Degree,Highest 25%,Owner,South East
749092091,Wave 5,male,43,Partner,No degree,Highest 25%,Owner,South East
749092087,Wave 5,female,38,Partner,No degree,Lowest 25%,Owner,South East
749093451,Wave 5,female,34,Partner,Degree,Lowest 25%,Owner,South East
749093447,Wave 5,male,39,Partner,Degree,Highest 25%,Owner,South East
749099567,Wave 5,female,58,No partner,Degree,Highest 25%,Owner,South East
749100247,Wave 5,male,82,Partner,No degree,Highest 25%,Owner,South East
749100251,Wave 5,female,70,Partner,No degree,2,Owner,South East
749102287,Wave 5,female,45,No partner,Degree,3,Owner,South East
749102975,Wave 5,male,34,No partner,Degree,Highest 25%,Not owner,South East
749102967,Wave 5,female,30,No partner,No degree,Lowest 25%,Not owner,South East
749105687,Wave 5,female,78,No partner,No degree,2,Owner,South East
749107047,Wave 5,male,40,No partner,No degree,2,Not owner,South East
749111807,Wave 5,male,44,Partner,Degree,Highest 25%,Owner,South East
749111811,Wave 5,female,44,Partner,Degree,Highest 25%,Owner,South East
749117247,Wave 5,male,50,Partner,No degree,Highest 25%,Owner,South East
749117255,Wave 5,male,16,No partner,No degree,Lowest 25%,Not owner,South East
749117251,Wave 5,female,36,Partner,No degree,2,Owner,South East
749119967,Wave 5,female,89,No partner,No degree,2,Not owner,South East
749122687,Wave 5,male,69,No partner,Degree,Highest 25%,Not owner,South East
749124051,Wave 5,female,41,Partner,Degree,2,Owner,South East
749124047,Wave 5,male,73,Partner,Degree,Highest 25%,Owner,South East
749128807,Wave 5,male,38,No partner,Degree,2,Missing,South East
749132887,Wave 5,male,65,No partner,Degree,2,Owner,South East
749133567,Wave 5,female,73,No partner,Degree,2,Owner,South East
754351284,Wave 5,male,31,No partner,No degree,2,Not owner,South East
749134247,Wave 5,male,36,No partner,Degree,Highest 25%,Not owner,South East
749134927,Wave 5,male,40,Partner,Degree,Highest 25%,Owner,South East
749136967,Wave 5,female,51,No partner,Degree,3,Owner,South East
749137647,Wave 5,male,27,No partner,Degree,Highest 25%,Owner,South East
749139007,Wave 5,female,70,No partner,No degree,2,Owner,South East
749139687,Wave 5,female,71,Partner,No degree,Lowest 25%,Owner,South East
749139691,Wave 5,male,68,Partner,Degree,Highest 25%,Owner,South East
749140367,Wave 5,male,49,No partner,No degree,Highest 25%,Not owner,South East
749141047,Wave 5,female,29,No partner,Degree,Highest 25%,Owner,South East
749141051,Wave 5,female,27,Partner,Degree,3,Not owner,South East
753964402,Wave 5,male,30,Partner,Degree,Highest 25%,Not owner,South East
749142407,Wave 5,female,44,Partner,No degree,3,Owner,South East
753977322,Wave 5,male,40,Partner,No degree,Highest 25%,Owner,South East
749143087,Wave 5,female,52,No partner,No degree,2,Owner,South East
749144447,Wave 5,male,57,Partner,Degree,Highest 25%,Owner,South East
749145127,Wave 5,male,81,No partner,Degree,Highest 25%,Owner,South East
749145811,Wave 5,female,54,Partner,Degree,Highest 25%,Owner,South East
749145807,Wave 5,male,56,Partner,Degree,Highest 25%,Owner,South East
749147171,Wave 5,female,40,No partner,No degree,Highest 25%,Not owner,South East
749147175,Wave 5,female,16,No partner,No degree,Lowest 25%,Not owner,South East
749149215,Wave 5,female,19,No partner,Missing,Lowest 25%,Not owner,South East
749149211,Wave 5,female,20,No partner,No degree,2,Not owner,South East
749149207,Wave 5,male,47,No partner,No degree,Highest 25%,Not owner,South East
749151247,Wave 5,female,65,No partner,Degree,Highest 25%,Owner,South East
754052082,Wave 5,male,41,Partner,No degree,Lowest 25%,Not owner,South East
749153287,Wave 5,female,43,Partner,Degree,Lowest 25%,Not owner,South East
753174888,Wave 5,male,27,No partner,Degree,Highest 25%,Not owner,South East
749157367,Wave 5,male,30,No partner,Degree,Highest 25%,Not owner,South East
749158047,Wave 5,female,74,No partner,No degree,Highest 25%,Not owner,South East
749161447,Wave 5,male,75,Partner,No degree,2,Not owner,South East
749161451,Wave 5,female,71,Partner,No degree,3,Not owner,South East
749163487,Wave 5,male,62,Partner,No degree,Lowest 25%,Not owner,Wales
749163491,Wave 5,female,62,Partner,No degree,2,Not owner,Wales
749167571,Wave 5,female,71,Partner,No degree,Lowest 25%,Owner,Wales
749167567,Wave 5,male,78,Partner,Degree,3,Owner,Wales
749171647,Wave 5,male,75,No partner,No degree,3,Not owner,Wales
749172331,Wave 5,male,63,Partner,No degree,3,Not owner,Wales
749172327,Wave 5,female,64,Partner,No degree,Lowest 25%,Not owner,Wales
749173687,Wave 5,male,67,No partner,No degree,2,Owner,Wales
749174371,Wave 5,male,59,Partner,No degree,2,Not owner,Wales
749174367,Wave 5,female,50,Partner,No degree,Lowest 25%,Not owner,Wales
749174375,Wave 5,female,28,No partner,No degree,3,Not owner,Wales
749178451,Wave 5,male,78,Partner,No degree,2,Owner,Wales
749178447,Wave 5,female,84,Partner,No degree,2,Owner,Wales
749181847,Wave 5,female,66,Partner,No degree,Lowest 25%,Not owner,Wales
749181851,Wave 5,male,68,Partner,No degree,Lowest 25%,Not owner,Wales
749182527,Wave 5,female,33,No partner,Degree,3,Owner,Wales
749183887,Wave 5,female,48,Partner,No degree,Lowest 25%,Owner,Wales
749186607,Wave 5,female,52,Partner,No degree,2,Not owner,Wales
749186611,Wave 5,male,53,Partner,No degree,3,Not owner,Wales
749190011,Wave 5,male,68,Partner,No degree,2,Owner,Wales
749190007,Wave 5,female,62,Partner,No degree,Lowest 25%,Owner,Wales
749190687,Wave 5,female,29,Partner,No degree,Lowest 25%,Not owner,Wales
749190691,Wave 5,male,32,Partner,No degree,3,Not owner,Wales
749191367,Wave 5,female,32,Partner,Degree,Highest 25%,Owner,Wales
749191371,Wave 5,male,33,Partner,Degree,Highest 25%,Owner,Wales
749193407,Wave 5,male,56,No partner,No degree,Highest 25%,Owner,Wales
749194091,Wave 5,female,33,No partner,Degree,3,Not owner,Wales
749194087,Wave 5,male,37,No partner,No degree,Lowest 25%,Not owner,Wales
749196131,Wave 5,male,59,No partner,No degree,2,Not owner,Wales
749196127,Wave 5,male,48,No partner,No degree,Lowest 25%,Not owner,Wales
749198847,Wave 5,female,50,No partner,No degree,3,Owner,Wales
749200887,Wave 5,male,34,No partner,Degree,Highest 25%,Not owner,Wales
749200891,Wave 5,female,33,No partner,Degree,3,Not owner,Wales
749202931,Wave 5,male,73,Partner,No degree,Highest 25%,Owner,Wales
749202927,Wave 5,female,64,Partner,No degree,2,Owner,Wales
749205647,Wave 5,male,72,Partner,Degree,3,Owner,Wales
749205651,Wave 5,female,71,Partner,No degree,Lowest 25%,Owner,Wales
749207015,Wave 5,female,16,No partner,No degree,Lowest 25%,Not owner,Wales
749207007,Wave 5,female,47,Partner,Degree,3,Owner,Wales
749207011,Wave 5,male,48,Partner,Degree,2,Owner,Wales
749209047,Wave 5,female,62,Partner,Degree,Highest 25%,Owner,Wales
749209051,Wave 5,male,64,Partner,No degree,Highest 25%,Owner,Wales
749210411,Wave 5,female,74,Partner,Degree,Highest 25%,Owner,Wales
749210407,Wave 5,male,80,Partner,Degree,3,Owner,Wales
749211087,Wave 5,female,83,No partner,No degree,3,Owner,Wales
749215167,Wave 5,female,66,Partner,No degree,Lowest 25%,Owner,Wales
749215171,Wave 5,male,62,Partner,No degree,3,Owner,Wales
749218571,Wave 5,female,37,Partner,Degree,2,Owner,Wales
749218567,Wave 5,male,38,Partner,Degree,Lowest 25%,Owner,Wales
749219247,Wave 5,female,32,No partner,Degree,Highest 25%,Missing,Wales
749219251,Wave 5,male,31,No partner,Degree,Highest 25%,Missing,Wales
749221983,Wave 5,female,17,No partner,No degree,Lowest 25%,Not owner,Wales
749221967,Wave 5,female,57,No partner,Degree,3,Owner,Wales
749221979,Wave 5,male,20,No partner,No degree,2,Not owner,Wales
749222647,Wave 5,female,33,No partner,No degree,3,Not owner,Wales
749223327,Wave 5,female,66,No partner,No degree,3,Not owner,Wales
749224007,Wave 5,male,51,Partner,No degree,3,Owner,Wales
749224011,Wave 5,female,50,Partner,Degree,Highest 25%,Owner,Wales
749227407,Wave 5,male,47,No partner,Degree,3,Not owner,Scotland
749228767,Wave 5,male,52,No partner,No degree,2,Owner,Scotland
749228835,Wave 5,male,76,No partner,No degree,2,Owner,Scotland
749230807,Wave 5,female,65,No partner,Degree,2,Not owner,Scotland
749236931,Wave 5,male,66,Partner,No degree,2,Owner,Scotland
749236927,Wave 5,female,65,Partner,No degree,Lowest 25%,Owner,Scotland
749241011,Wave 5,male,44,Partner,No degree,3,Owner,Scotland
749241015,Wave 5,male,18,No partner,No degree,Lowest 25%,Not owner,Scotland
749241007,Wave 5,female,45,Partner,No degree,3,Owner,Scotland
749245767,Wave 5,male,46,No partner,No degree,3,Owner,Scotland
749250527,Wave 5,female,41,No partner,No degree,3,Not owner,Scotland
749254067,Wave 5,female,35,No partner,No degree,2,Owner,Scotland
749254063,Wave 5,male,35,No partner,No degree,Lowest 25%,Owner,Scotland
749256103,Wave 5,male,45,No partner,No degree,3,Not owner,Scotland
749258143,Wave 5,female,67,No partner,No degree,2,Not owner,Scotland
749262767,Wave 5,female,92,No partner,No degree,2,Owner,Scotland
749268887,Wave 5,male,73,Partner,No degree,Lowest 25%,Owner,Scotland
749268891,Wave 5,female,70,Partner,Degree,Lowest 25%,Owner,Scotland
749270927,Wave 5,female,67,Partner,No degree,2,Owner,Scotland
749270931,Wave 5,male,62,Partner,Degree,2,Owner,Scotland
749271607,Wave 5,female,70,Partner,Degree,3,Owner,Scotland
749271611,Wave 5,female,83,Partner,Degree,2,Owner,Scotland
749272287,Wave 5,female,43,Partner,Degree,Highest 25%,Owner,Scotland
749275691,Wave 5,female,40,Partner,No degree,2,Owner,Scotland
749275687,Wave 5,male,44,Partner,No degree,3,Owner,Scotland
749276371,Wave 5,female,22,No partner,No degree,2,Not owner,Scotland
749279091,Wave 5,male,17,No partner,No degree,Lowest 25%,Not owner,Scotland
749279087,Wave 5,female,50,No partner,No degree,3,Not owner,Scotland
749279771,Wave 5,male,30,No partner,Degree,Lowest 25%,Missing,Scotland
749279767,Wave 5,female,30,No partner,No degree,2,Missing,Scotland
749281127,Wave 5,female,48,No partner,No degree,3,Not owner,Scotland
749281815,Wave 5,female,24,No partner,No degree,2,Not owner,Scotland
749281811,Wave 5,male,66,Partner,No degree,2,Owner,Scotland
749281807,Wave 5,female,57,Partner,No degree,3,Owner,Scotland
749283847,Wave 5,male,82,No partner,No degree,2,Not owner,Scotland
749284527,Wave 5,female,65,Partner,No degree,2,Owner,Scotland
749284531,Wave 5,male,65,Partner,Degree,2,Owner,Scotland
749285887,Wave 5,female,81,No partner,No degree,2,Owner,Scotland
749287263,Wave 5,male,22,No partner,Degree,2,Not owner,Scotland
749287251,Wave 5,male,20,No partner,No degree,Lowest 25%,Not owner,Scotland
749287255,Wave 5,male,18,No partner,No degree,2,Not owner,Scotland
749287247,Wave 5,female,56,No partner,No degree,3,Not owner,Scotland
749288607,Wave 5,female,36,No partner,No degree,3,Not owner,Scotland
755310084,Wave 5,male,56,No partner,No degree,2,Not owner,Scotland
749290651,Wave 5,female,19,No partner,No degree,Lowest 25%,Not owner,Scotland
749292687,Wave 5,female,78,Partner,No degree,2,Owner,Scotland
749297455,Wave 5,male,20,No partner,No degree,Lowest 25%,Not owner,Scotland
749297451,Wave 5,male,55,Partner,Degree,Highest 25%,Owner,Scotland
749297459,Wave 5,male,18,No partner,No degree,Lowest 25%,Not owner,Scotland
749297447,Wave 5,female,55,Partner,Degree,Lowest 25%,Owner,Scotland
749312407,Wave 5,female,38,No partner,No degree,Highest 25%,Owner,Scotland
749312411,Wave 5,male,40,No partner,No degree,3,Owner,Scotland
749313767,Wave 5,female,42,Partner,No degree,2,Not owner,Scotland
749313771,Wave 5,male,44,Partner,No degree,2,Not owner,Scotland
749315139,Wave 5,female,27,No partner,No degree,Lowest 25%,Owner,Scotland
749315143,Wave 5,male,36,No partner,No degree,3,Owner,Scotland
749317171,Wave 5,female,65,Partner,Degree,3,Owner,Scotland
749317167,Wave 5,male,63,Partner,Degree,3,Owner,Scotland
749317847,Wave 5,female,85,No partner,No degree,2,Owner,Scotland
749319895,Wave 5,female,21,No partner,Degree,2,Not owner,Scotland
754976882,Wave 5,female,25,No partner,Degree,3,Not owner,Scotland
749319887,Wave 5,female,51,No partner,No degree,3,Not owner,Scotland
