pidp,wave,sex,age,partner,degree,inc4,owner,gor_dv
544064607,Wave 3,female,76,No partner,No degree,2,Owner,North West
544065979,Wave 3,male,19,No partner,No degree,2,Not owner,North West
544065971,Wave 3,female,47,Partner,No degree,3,Owner,North West
544065975,Wave 3,female,21,No partner,No degree,2,Not owner,North West
544065967,Wave 3,male,46,Partner,Degree,Highest 25%,Owner,North West
544068007,Wave 3,female,79,No partner,No degree,2,Owner,North West
544069367,Wave 3,female,77,No partner,No degree,Lowest 25%,Owner,North West
544070727,Wave 3,female,76,Partner,No degree,2,Owner,North West
544070731,Wave 3,male,78,Partner,No degree,2,Owner,North West
544071407,Wave 3,female,63,No partner,Degree,2,Owner,North West
544072767,Wave 3,female,62,Partner,Degree,2,Owner,North West
544072771,Wave 3,male,65,Partner,No degree,Highest 25%,Owner,North West
544072775,Wave 3,male,26,No partner,Degree,2,Not owner,North West
544075487,Wave 3,male,46,Partner,No degree,Lowest 25%,Not owner,North West
544075491,Wave 3,female,34,Partner,No degree,Highest 25%,Not owner,North West
544076847,Wave 3,male,50,No partner,No degree,3,Not owner,North West
544076855,Wave 3,female,26,No partner,No degree,3,Not owner,North West
544076851,Wave 3,male,81,No partner,No degree,2,Owner,North West
544077527,Wave 3,female,46,No partner,No degree,3,Not owner,North West
544077531,Wave 3,female,21,No partner,Degree,Lowest 25%,Not owner,North West
544078887,Wave 3,female,30,Partner,Degree,Lowest 25%,Owner,North West
544078891,Wave 3,male,36,Partner,Degree,3,Owner,North West
544079571,Wave 3,male,64,Partner,No degree,2,Owner,North West
544079567,Wave 3,female,64,Partner,No degree,Lowest 25%,Owner,North West
544080247,Wave 3,female,79,No partner,No degree,2,Owner,North West
544081607,Wave 3,male,48,No partner,No degree,Lowest 25%,Not owner,North West
544081611,Wave 3,female,40,No partner,Degree,Highest 25%,Not owner,North West
544084327,Wave 3,male,35,No partner,No degree,Highest 25%,Owner,North West
544530482,Wave 3,female,29,No partner,No degree,2,Owner,North West
544089775,Wave 3,female,22,No partner,Degree,2,Not owner,East Midlands
544578124,Wave 3,male,71,Partner,No degree,Lowest 25%,Not owner,East Midlands
544578084,Wave 3,female,63,Partner,No degree,Lowest 25%,Not owner,East Midlands
544093167,Wave 3,female,61,Partner,Degree,Highest 25%,Owner,North West
544093847,Wave 3,male,67,No partner,No degree,2,Not owner,North West
544096571,Wave 3,male,44,No partner,No degree,Highest 25%,Owner,North West
544096567,Wave 3,female,31,No partner,No degree,3,Owner,North West
544099291,Wave 3,female,72,Partner,No degree,Lowest 25%,Owner,North West
544099287,Wave 3,male,74,Partner,Degree,2,Owner,North West
544101327,Wave 3,female,31,No partner,Degree,Highest 25%,Not owner,North West
544104047,Wave 3,female,24,No partner,No degree,2,Not owner,North West
544109499,Wave 3,male,21,No partner,No degree,Lowest 25%,Not owner,North West
544110167,Wave 3,male,60,No partner,No degree,2,Not owner,North West
544112207,Wave 3,female,43,Partner,Degree,Lowest 25%,Owner,North West
544112211,Wave 3,male,45,Partner,Degree,Highest 25%,Owner,North West
544114247,Wave 3,female,47,Partner,Degree,Highest 25%,Owner,North West
544114251,Wave 3,male,51,Partner,No degree,Highest 25%,Owner,North West
544115611,Wave 3,male,48,Partner,No degree,Lowest 25%,Owner,North West
544115607,Wave 3,female,40,Partner,Degree,Highest 25%,Owner,North West
544116299,Wave 3,male,18,No partner,No degree,Lowest 25%,Not owner,North West
544116291,Wave 3,male,45,Partner,Degree,Highest 25%,Owner,North West
544116287,Wave 3,female,44,Partner,No degree,Lowest 25%,Owner,North West
544120367,Wave 3,female,82,No partner,No degree,2,Owner,North West
544127851,Wave 3,female,46,Partner,Degree,3,Owner,North West
544127847,Wave 3,male,51,Partner,No degree,Highest 25%,Owner,North West
544128531,Wave 3,male,44,Partner,No degree,3,Owner,North West
544128527,Wave 3,female,42,Partner,Degree,Highest 25%,Owner,North West
544130571,Wave 3,male,40,Partner,No degree,3,Owner,North West
544130579,Wave 3,female,16,No partner,Degree,Lowest 25%,Not owner,North West
544130567,Wave 3,female,40,Partner,No degree,3,Owner,North West
544130575,Wave 3,female,18,No partner,No degree,Lowest 25%,Owner,North West
544133291,Wave 3,female,69,Partner,Degree,Lowest 25%,Owner,North West
544133287,Wave 3,male,71,Partner,No degree,2,Owner,North West
544136691,Wave 3,male,51,Partner,No degree,3,Owner,North West
544136687,Wave 3,female,51,Partner,No degree,3,Owner,North West
544138727,Wave 3,female,63,No partner,No degree,Lowest 25%,Not owner,North West
544139411,Wave 3,female,59,Partner,Degree,Lowest 25%,Owner,North West
544139407,Wave 3,male,60,Partner,Degree,3,Owner,North West
544140767,Wave 3,female,60,No partner,No degree,2,Not owner,North West
544142815,Wave 3,female,22,No partner,No degree,2,Not owner,North West
544142807,Wave 3,female,51,No partner,No degree,2,Owner,North West
544143487,Wave 3,male,57,Partner,No degree,3,Owner,North West
544143491,Wave 3,female,53,Partner,Degree,Highest 25%,Owner,North West
544144167,Wave 3,female,74,No partner,No degree,2,Not owner,North West
544147571,Wave 3,male,34,No partner,Degree,3,Owner,North West
544809962,Wave 3,male,32,Partner,No degree,3,Not owner,North West
544147567,Wave 3,female,36,Partner,Degree,3,Not owner,North West
544148251,Wave 3,female,18,No partner,No degree,Lowest 25%,Not owner,North West
544148247,Wave 3,male,63,No partner,Degree,Highest 25%,Owner,North West
544148927,Wave 3,male,83,No partner,No degree,Lowest 25%,Owner,North West
544150287,Wave 3,female,54,Partner,No degree,2,Owner,North West
544153015,Wave 3,male,20,No partner,No degree,3,Not owner,North West
544153007,Wave 3,male,55,Partner,No degree,Lowest 25%,Owner,North West
544154367,Wave 3,male,67,No partner,Degree,Highest 25%,Owner,North West
544155047,Wave 3,male,48,No partner,Degree,Highest 25%,Owner,North West
544155115,Wave 3,male,44,No partner,No degree,Highest 25%,Owner,North West
544156411,Wave 3,male,64,Partner,No degree,3,Not owner,North West
544156407,Wave 3,female,57,Partner,No degree,Lowest 25%,Not owner,North West
544156415,Wave 3,female,22,No partner,No degree,Lowest 25%,Not owner,North West
544157767,Wave 3,male,51,No partner,Degree,Highest 25%,Owner,North West
544158451,Wave 3,male,64,Partner,No degree,Lowest 25%,Owner,North West
544158447,Wave 3,female,64,Partner,No degree,Lowest 25%,Owner,North West
544159127,Wave 3,female,40,No partner,Degree,Highest 25%,Owner,North West
544160491,Wave 3,female,30,No partner,No degree,3,Owner,North West
544160487,Wave 3,male,35,No partner,No degree,Highest 25%,Owner,North West
544161167,Wave 3,female,41,No partner,No degree,3,Not owner,North West
544161171,Wave 3,female,22,No partner,No degree,2,Not owner,North West
544162531,Wave 3,female,20,No partner,No degree,3,Not owner,North West
544162527,Wave 3,female,49,No partner,No degree,3,Owner,North West
544162535,Wave 3,male,18,No partner,No degree,Lowest 25%,Not owner,North West
544163211,Wave 3,male,41,Partner,No degree,3,Owner,North West
544163207,Wave 3,female,35,Partner,Degree,3,Owner,North West
544169327,Wave 3,female,38,Partner,No degree,2,Not owner,North West
544169331,Wave 3,male,39,Partner,No degree,2,Not owner,North West
544170687,Wave 3,female,24,Partner,No degree,3,Not owner,North West
544174091,Wave 3,female,38,Partner,No degree,3,Owner,North West
544174087,Wave 3,male,40,Partner,Degree,Highest 25%,Owner,North West
544176127,Wave 3,male,69,Partner,Degree,Highest 25%,Owner,North West
544176131,Wave 3,female,69,Partner,No degree,2,Owner,North West
544178847,Wave 3,male,71,No partner,No degree,3,Owner,North West
544180207,Wave 3,female,46,No partner,Degree,Highest 25%,Owner,North West
544180891,Wave 3,male,34,Partner,Degree,3,Owner,North West
544180887,Wave 3,female,40,Partner,Degree,Highest 25%,Owner,North West
544181571,Wave 3,female,26,Partner,Degree,3,Owner,North West
544181567,Wave 3,male,26,Partner,No degree,Lowest 25%,Owner,North West
544184287,Wave 3,female,47,Partner,No degree,3,Owner,North West
544184975,Wave 3,male,17,No partner,No degree,Lowest 25%,Not owner,North West
544184967,Wave 3,female,46,Partner,No degree,Lowest 25%,Owner,North West
544185651,Wave 3,female,18,No partner,No degree,Lowest 25%,Not owner,North West
544185647,Wave 3,female,39,No partner,No degree,Highest 25%,Not owner,North West
544187019,Wave 3,female,17,No partner,No degree,Lowest 25%,Not owner,North West
544187007,Wave 3,male,36,No partner,Degree,Highest 25%,Owner,North West
544187011,Wave 3,female,46,No partner,Degree,3,Owner,North West
544187015,Wave 3,male,19,No partner,No degree,Lowest 25%,Not owner,North West
544188367,Wave 3,female,49,No partner,No degree,Highest 25%,Owner,North West
544189727,Wave 3,female,96,No partner,No degree,Lowest 25%,Owner,North West
544190407,Wave 3,female,60,Partner,No degree,Lowest 25%,Owner,North West
544190411,Wave 3,male,61,Partner,No degree,Lowest 25%,Owner,North West
544191091,Wave 3,male,55,Partner,Degree,Highest 25%,Owner,North West
544191095,Wave 3,female,55,Partner,No degree,Lowest 25%,Owner,North West
544191087,Wave 3,male,21,No partner,Degree,Lowest 25%,Not owner,North West
544192447,Wave 3,female,52,No partner,No degree,Highest 25%,Not owner,North West
544193131,Wave 3,male,60,No partner,No degree,Lowest 25%,Owner,Scotland
544193127,Wave 3,female,55,No partner,No degree,Lowest 25%,Owner,Scotland
544193807,Wave 3,male,54,Partner,Degree,Highest 25%,Owner,North West
544197207,Wave 3,female,75,No partner,No degree,2,Owner,North West
544198567,Wave 3,female,39,Partner,No degree,3,Owner,North West
544198571,Wave 3,male,39,Partner,Degree,Highest 25%,Owner,North West
544199931,Wave 3,male,70,No partner,No degree,2,Not owner,North West
544202647,Wave 3,female,32,Partner,No degree,3,Owner,North West
544202651,Wave 3,male,48,Partner,Degree,Highest 25%,Owner,North West
544204687,Wave 3,male,80,Partner,No degree,2,Owner,North West
544204691,Wave 3,female,81,Partner,No degree,2,Owner,North West
544206047,Wave 3,female,45,No partner,Degree,Highest 25%,Owner,North West
544206051,Wave 3,male,16,No partner,No degree,Lowest 25%,Not owner,North West
544206731,Wave 3,female,42,Partner,Degree,Highest 25%,Owner,North West
544206727,Wave 3,male,45,Partner,Degree,Highest 25%,Owner,North West
544207407,Wave 3,female,39,No partner,Degree,Highest 25%,Owner,North West
544208095,Wave 3,male,19,No partner,No degree,Highest 25%,Not owner,North West
544208091,Wave 3,male,49,Partner,Degree,Highest 25%,Owner,North West
544208087,Wave 3,female,48,Partner,Degree,3,Owner,North West
544210127,Wave 3,female,59,Partner,No degree,Lowest 25%,Owner,North West
544210131,Wave 3,male,73,Partner,No degree,2,Owner,North West
544210807,Wave 3,female,61,Partner,No degree,Lowest 25%,Not owner,North West
544210811,Wave 3,male,63,Partner,No degree,Lowest 25%,Not owner,North West
544211491,Wave 3,male,54,Partner,Degree,Highest 25%,Owner,North West
544211495,Wave 3,male,19,No partner,No degree,2,Not owner,North West
544211487,Wave 3,female,55,Partner,No degree,2,Owner,North West
544213527,Wave 3,female,82,Partner,No degree,Highest 25%,Owner,North West
544213531,Wave 3,male,78,Partner,No degree,2,Owner,North West
544214891,Wave 3,male,25,No partner,No degree,Highest 25%,Owner,North West
544214887,Wave 3,female,26,No partner,Degree,3,Owner,North West
544216931,Wave 3,male,60,Partner,Degree,2,Owner,North West
544216927,Wave 3,female,61,Partner,No degree,2,Owner,North West
544216935,Wave 3,male,35,No partner,No degree,Lowest 25%,Not owner,North West
545292764,Wave 3,female,33,No partner,No degree,3,Not owner,North West
544220331,Wave 3,male,69,Partner,Degree,Highest 25%,Owner,North West
544220327,Wave 3,female,68,Partner,Degree,3,Owner,North West
544227807,Wave 3,male,53,Partner,No degree,2,Not owner,Yorkshire and the Humber
544227811,Wave 3,female,57,Partner,No degree,Lowest 25%,Not owner,Yorkshire and the Humber
544229171,Wave 3,male,62,Partner,No degree,2,Owner,Yorkshire and the Humber
544229167,Wave 3,female,58,Partner,No degree,Lowest 25%,Owner,Yorkshire and the Humber
544229851,Wave 3,male,70,Partner,No degree,2,Owner,Yorkshire and the Humber
544229847,Wave 3,female,58,Partner,No degree,2,Owner,Yorkshire and the Humber
544231887,Wave 3,male,32,No partner,No degree,2,Not owner,Yorkshire and the Humber
544232567,Wave 3,female,77,No partner,Degree,3,Owner,Yorkshire and the Humber
544233927,Wave 3,female,71,No partner,No degree,Lowest 25%,Owner,Yorkshire and the Humber
544233931,Wave 3,male,77,No partner,No degree,2,Owner,Yorkshire and the Humber
544234615,Wave 3,female,17,No partner,Missing,Lowest 25%,Not owner,Yorkshire and the Humber
544234611,Wave 3,male,54,Partner,No degree,3,Owner,Yorkshire and the Humber
544234607,Wave 3,female,37,Partner,No degree,2,Owner,Yorkshire and the Humber
544238011,Wave 3,male,58,Partner,No degree,Highest 25%,Owner,Yorkshire and the Humber
544238007,Wave 3,female,58,Partner,No degree,Lowest 25%,Owner,Yorkshire and the Humber
544238687,Wave 3,male,75,Partner,No degree,3,Owner,Yorkshire and the Humber
544238691,Wave 3,female,69,Partner,No degree,3,Owner,Yorkshire and the Humber
544240051,Wave 3,male,20,No partner,No degree,2,Not owner,Yorkshire and the Humber
544240047,Wave 3,male,59,No partner,No degree,Highest 25%,Owner,Yorkshire and the Humber
544242771,Wave 3,female,59,Partner,No degree,2,Owner,Yorkshire and the Humber
544242767,Wave 3,male,62,Partner,No degree,Lowest 25%,Owner,Yorkshire and the Humber
544243447,Wave 3,female,46,Partner,No degree,3,Not owner,Yorkshire and the Humber
544243451,Wave 3,male,35,Partner,No degree,3,Not owner,Yorkshire and the Humber
544243455,Wave 3,male,18,No partner,No degree,2,Not owner,Yorkshire and the Humber
544243459,Wave 3,female,18,No partner,Degree,Lowest 25%,Not owner,Yorkshire and the Humber
544248891,Wave 3,female,36,Partner,Degree,3,Not owner,East of England
544248887,Wave 3,male,37,Partner,Degree,2,Not owner,East of England
544250247,Wave 3,female,20,No partner,No degree,2,Not owner,Yorkshire and the Humber
544250251,Wave 3,male,21,No partner,No degree,Lowest 25%,Not owner,Yorkshire and the Humber
544252287,Wave 3,female,46,No partner,Degree,Highest 25%,Owner,Yorkshire and the Humber
544252291,Wave 3,male,17,No partner,No degree,Lowest 25%,Not owner,Yorkshire and the Humber
545421322,Wave 3,male,45,No partner,No degree,3,Owner,Yorkshire and the Humber
544252967,Wave 3,female,65,No partner,No degree,2,Owner,Yorkshire and the Humber
544253647,Wave 3,female,80,No partner,No degree,3,Not owner,Yorkshire and the Humber
544254327,Wave 3,female,21,No partner,No degree,3,Not owner,Yorkshire and the Humber
544255687,Wave 3,male,41,Partner,Degree,Highest 25%,Not owner,Yorkshire and the Humber
544255699,Wave 3,female,17,No partner,No degree,Lowest 25%,Not owner,Yorkshire and the Humber
544255691,Wave 3,female,40,Partner,No degree,3,Not owner,Yorkshire and the Humber
544257731,Wave 3,female,64,Partner,No degree,2,Owner,Yorkshire and the Humber
544257727,Wave 3,male,62,Partner,No degree,3,Owner,Yorkshire and the Humber
544259091,Wave 3,male,65,Partner,No degree,2,Owner,Yorkshire and the Humber
544259087,Wave 3,female,61,Partner,No degree,Highest 25%,Owner,Yorkshire and the Humber
544259767,Wave 3,female,54,No partner,Degree,Highest 25%,Owner,Yorkshire and the Humber
544261131,Wave 3,female,30,Partner,Degree,Lowest 25%,Owner,Yorkshire and the Humber
544261127,Wave 3,male,31,Partner,Degree,Highest 25%,Owner,Yorkshire and the Humber
544262487,Wave 3,male,55,Partner,No degree,3,Owner,Yorkshire and the Humber
544262491,Wave 3,female,50,Partner,No degree,3,Owner,Yorkshire and the Humber
544265211,Wave 3,female,63,Partner,No degree,Lowest 25%,Owner,Yorkshire and the Humber
544265215,Wave 3,female,41,No partner,No degree,Lowest 25%,Not owner,Yorkshire and the Humber
544265207,Wave 3,male,63,Partner,Degree,3,Owner,Yorkshire and the Humber
544265887,Wave 3,male,71,Partner,No degree,Lowest 25%,Owner,Yorkshire and the Humber
544267935,Wave 3,female,45,No partner,Degree,2,Owner,Yorkshire and the Humber
544267931,Wave 3,male,20,No partner,No degree,Lowest 25%,Not owner,Yorkshire and the Humber
544267927,Wave 3,female,26,No partner,No degree,3,Not owner,Yorkshire and the Humber
544269291,Wave 3,female,27,No partner,No degree,3,Owner,Yorkshire and the Humber
544269287,Wave 3,male,36,No partner,No degree,Highest 25%,Owner,Yorkshire and the Humber
544269975,Wave 3,female,17,No partner,No degree,Lowest 25%,Not owner,Yorkshire and the Humber
544269967,Wave 3,female,35,No partner,No degree,Lowest 25%,Not owner,Yorkshire and the Humber
544269971,Wave 3,male,42,No partner,No degree,3,Not owner,Yorkshire and the Humber
544271331,Wave 3,male,36,Partner,No degree,Highest 25%,Owner,Yorkshire and the Humber
544271327,Wave 3,female,32,Partner,No degree,Lowest 25%,Owner,Yorkshire and the Humber
544272011,Wave 3,female,55,No partner,No degree,3,Not owner,Yorkshire and the Humber
544272691,Wave 3,male,73,No partner,No degree,3,Owner,Yorkshire and the Humber
544272687,Wave 3,female,48,No partner,No degree,2,Not owner,Yorkshire and the Humber
544274047,Wave 3,female,71,No partner,Degree,2,Owner,Yorkshire and the Humber
544274727,Wave 3,male,60,No partner,No degree,Lowest 25%,Owner,Yorkshire and the Humber
544276775,Wave 3,male,49,No partner,No degree,2,Not owner,Yorkshire and the Humber
544276767,Wave 3,male,74,Partner,No degree,3,Owner,Yorkshire and the Humber
544276771,Wave 3,female,76,Partner,No degree,Lowest 25%,Owner,Yorkshire and the Humber
544277447,Wave 3,female,39,Partner,Degree,3,Owner,Yorkshire and the Humber
544278807,Wave 3,female,67,Partner,No degree,Lowest 25%,Owner,Yorkshire and the Humber
544278811,Wave 3,male,71,Partner,No degree,2,Owner,Yorkshire and the Humber
544279491,Wave 3,male,26,No partner,Degree,3,Owner,Yorkshire and the Humber
544279487,Wave 3,female,28,No partner,Degree,3,Owner,Yorkshire and the Humber
544280167,Wave 3,female,42,No partner,No degree,3,Not owner,Yorkshire and the Humber
544280847,Wave 3,female,64,Partner,No degree,3,Owner,Yorkshire and the Humber
544280851,Wave 3,male,69,Partner,No degree,Highest 25%,Owner,Yorkshire and the Humber
544281527,Wave 3,female,37,Partner,Degree,3,Owner,Yorkshire and the Humber
544282211,Wave 3,female,20,No partner,No degree,2,Owner,Yorkshire and the Humber
544282207,Wave 3,male,25,No partner,No degree,3,Not owner,Yorkshire and the Humber
544284247,Wave 3,male,63,Partner,Degree,3,Owner,Yorkshire and the Humber
544286291,Wave 3,female,65,Partner,No degree,Lowest 25%,Owner,Yorkshire and the Humber
544286287,Wave 3,male,74,Partner,No degree,2,Owner,Yorkshire and the Humber
544286967,Wave 3,male,50,Partner,No degree,3,Owner,Yorkshire and the Humber
544286971,Wave 3,female,50,Partner,No degree,2,Owner,Yorkshire and the Humber
544287651,Wave 3,male,67,Partner,No degree,Lowest 25%,Not owner,Yorkshire and the Humber
544287647,Wave 3,female,64,Partner,No degree,2,Not owner,Yorkshire and the Humber
544291047,Wave 3,female,63,No partner,Degree,3,Owner,Yorkshire and the Humber
544291735,Wave 3,male,25,No partner,Degree,Lowest 25%,Not owner,Yorkshire and the Humber
544291727,Wave 3,female,54,Partner,No degree,Lowest 25%,Owner,Yorkshire and the Humber
544293087,Wave 3,male,54,No partner,Degree,Lowest 25%,Not owner,Yorkshire and the Humber
544294447,Wave 3,female,81,No partner,No degree,Lowest 25%,Owner,Yorkshire and the Humber
544295807,Wave 3,male,40,Partner,No degree,3,Owner,Yorkshire and the Humber
544295811,Wave 3,female,37,Partner,No degree,2,Owner,Yorkshire and the Humber
544297167,Wave 3,female,83,No partner,No degree,2,Owner,Yorkshire and the Humber
544301247,Wave 3,male,53,No partner,Degree,2,Not owner,Yorkshire and the Humber
544303967,Wave 3,female,85,Partner,No degree,Lowest 25%,Owner,Yorkshire and the Humber
544303971,Wave 3,male,84,Partner,No degree,3,Owner,Yorkshire and the Humber
544306011,Wave 3,male,60,Partner,Degree,3,Owner,Yorkshire and the Humber
544306007,Wave 3,female,60,Partner,Degree,2,Not owner,Yorkshire and the Humber
544308047,Wave 3,female,77,No partner,Degree,3,Owner,Yorkshire and the Humber
544308735,Wave 3,male,50,No partner,Degree,Highest 25%,Not owner,Yorkshire and the Humber
544308727,Wave 3,male,74,No partner,No degree,3,Owner,Yorkshire and the Humber
544309415,Wave 3,male,17,No partner,No degree,Lowest 25%,Not owner,Yorkshire and the Humber
544309407,Wave 3,male,63,No partner,Degree,2,Owner,Yorkshire and the Humber
544309411,Wave 3,female,55,No partner,No degree,2,Owner,Yorkshire and the Humber
544310767,Wave 3,female,29,No partner,No degree,2,Not owner,Yorkshire and the Humber
544311447,Wave 3,female,55,Partner,No degree,3,Owner,Yorkshire and the Humber
544311451,Wave 3,male,56,Partner,Degree,Highest 25%,Owner,Yorkshire and the Humber
544312807,Wave 3,male,31,No partner,Degree,Highest 25%,Owner,Yorkshire and the Humber
544312811,Wave 3,female,32,No partner,Degree,Highest 25%,Owner,Yorkshire and the Humber
544314167,Wave 3,female,62,Partner,No degree,2,Owner,Yorkshire and the Humber
544314171,Wave 3,male,65,Partner,No degree,3,Owner,Yorkshire and the Humber
544314847,Wave 3,female,80,No partner,No degree,Lowest 25%,Owner,Yorkshire and the Humber
544314851,Wave 3,male,78,No partner,No degree,Highest 25%,Owner,Yorkshire and the Humber
544316211,Wave 3,male,81,Partner,No degree,Lowest 25%,Not owner,Yorkshire and the Humber
544316207,Wave 3,female,70,Partner,No degree,Lowest 25%,Not owner,Yorkshire and the Humber
544317567,Wave 3,female,85,No partner,Degree,3,Owner,Yorkshire and the Humber
544318927,Wave 3,female,32,Partner,Degree,Highest 25%,Not owner,Yorkshire and the Humber
544318931,Wave 3,female,50,Partner,Degree,Highest 25%,Not owner,Yorkshire and the Humber
544320967,Wave 3,female,47,No partner,Degree,Highest 25%,Owner,Yorkshire and the Humber
544321647,Wave 3,male,37,Partner,No degree,2,Owner,Yorkshire and the Humber
544321651,Wave 3,female,32,Partner,Degree,2,Owner,Yorkshire and the Humber
544323691,Wave 3,male,21,No partner,Degree,Lowest 25%,Not owner,Yorkshire and the Humber
544323695,Wave 3,male,18,No partner,No degree,Lowest 25%,Not owner,Yorkshire and the Humber
544323687,Wave 3,male,57,No partner,Degree,Highest 25%,Owner,Yorkshire and the Humber
544324371,Wave 3,female,71,Partner,No degree,Lowest 25%,Owner,Yorkshire and the Humber
544324375,Wave 3,male,76,Partner,No degree,Lowest 25%,Owner,Yorkshire and the Humber
544327091,Wave 3,female,37,No partner,No degree,3,Not owner,Yorkshire and the Humber
544327087,Wave 3,male,37,No partner,Degree,Highest 25%,Not owner,Yorkshire and the Humber
544333887,Wave 3,male,64,Partner,Degree,3,Owner,Yorkshire and the Humber
544333891,Wave 3,female,57,Partner,Degree,Highest 25%,Owner,Yorkshire and the Humber
544333895,Wave 3,female,30,No partner,Degree,3,Not owner,Yorkshire and the Humber
544334571,Wave 3,male,56,Partner,Degree,Highest 25%,Owner,Yorkshire and the Humber
544334575,Wave 3,male,18,No partner,No degree,Lowest 25%,Not owner,Yorkshire and the Humber
544334567,Wave 3,female,62,Partner,Degree,Highest 25%,Owner,Yorkshire and the Humber
544336611,Wave 3,male,58,Partner,Degree,Highest 25%,Owner,Yorkshire and the Humber
544336607,Wave 3,female,58,Partner,Degree,Highest 25%,Owner,Yorkshire and the Humber
544336619,Wave 3,male,24,No partner,Degree,3,Not owner,Yorkshire and the Humber
544336615,Wave 3,male,26,No partner,No degree,3,Not owner,Yorkshire and the Humber
544339327,Wave 3,female,67,Partner,No degree,2,Owner,Yorkshire and the Humber
544339331,Wave 3,male,76,Partner,No degree,2,Owner,Yorkshire and the Humber
544340695,Wave 3,male,21,No partner,No degree,Lowest 25%,Not owner,Yorkshire and the Humber
546087804,Wave 3,male,89,No partner,No degree,2,Owner,Yorkshire and the Humber
544340699,Wave 3,male,19,No partner,No degree,Lowest 25%,Not owner,Yorkshire and the Humber
544340687,Wave 3,female,52,No partner,Degree,Highest 25%,Not owner,Yorkshire and the Humber
544340691,Wave 3,male,52,No partner,Degree,Highest 25%,Owner,Yorkshire and the Humber
544342047,Wave 3,female,74,No partner,No degree,3,Owner,Yorkshire and the Humber
544343407,Wave 3,female,74,No partner,No degree,Lowest 25%,Owner,East Midlands
544344767,Wave 3,male,74,No partner,No degree,2,Not owner,East Midlands
544345447,Wave 3,female,55,Partner,No degree,3,Not owner,East Midlands
544345451,Wave 3,male,54,Partner,No degree,Highest 25%,Not owner,East Midlands
546129204,Wave 3,female,41,No partner,No degree,2,Not owner,East Midlands
544346135,Wave 3,female,19,No partner,No degree,Lowest 25%,Not owner,East Midlands
546129244,Wave 3,male,18,No partner,No degree,Lowest 25%,Not owner,East Midlands
546129164,Wave 3,male,37,No partner,No degree,Highest 25%,Not owner,East Midlands
544347487,Wave 3,female,52,Partner,Degree,3,Owner,East Midlands
544347491,Wave 3,male,46,Partner,No degree,Highest 25%,Owner,East Midlands
544348167,Wave 3,female,59,No partner,No degree,2,Owner,East Midlands
546162484,Wave 3,male,52,Partner,No degree,Lowest 25%,Not owner,East Midlands
546162564,Wave 3,female,21,No partner,No degree,Lowest 25%,Not owner,East Midlands
544350207,Wave 3,male,24,No partner,No degree,2,Not owner,East Midlands
546162524,Wave 3,female,43,Partner,No degree,2,Not owner,East Midlands
544351567,Wave 3,male,76,No partner,No degree,2,Not owner,East Midlands
544352935,Wave 3,male,38,Partner,No degree,2,Not owner,East Midlands
544352931,Wave 3,female,66,Partner,No degree,Lowest 25%,Owner,East Midlands
544352927,Wave 3,male,68,Partner,No degree,2,Owner,East Midlands
544352939,Wave 3,female,41,Partner,No degree,2,Owner,East Midlands
544353607,Wave 3,male,64,Partner,No degree,2,Owner,East Midlands
544353611,Wave 3,female,65,Partner,No degree,Lowest 25%,Owner,East Midlands
544354971,Wave 3,female,61,Partner,Degree,2,Owner,East Midlands
544356327,Wave 3,female,55,Partner,No degree,Lowest 25%,Owner,East Midlands
544357011,Wave 3,female,27,No partner,No degree,2,Not owner,East Midlands
544357007,Wave 3,female,57,No partner,No degree,2,Not owner,East Midlands
544357687,Wave 3,female,83,No partner,No degree,Lowest 25%,Not owner,East Midlands
544357691,Wave 3,male,87,No partner,No degree,Lowest 25%,Not owner,East Midlands
544358367,Wave 3,male,44,No partner,No degree,2,Owner,East Midlands
544359051,Wave 3,female,27,No partner,No degree,3,Owner,East Midlands
546237324,Wave 3,male,28,No partner,No degree,2,Owner,East Midlands
544359727,Wave 3,male,60,Partner,Degree,3,Owner,East Midlands
544359731,Wave 3,female,60,Partner,No degree,Lowest 25%,Owner,East Midlands
544359735,Wave 3,male,25,No partner,No degree,Highest 25%,Not owner,East Midlands
544361087,Wave 3,male,37,Partner,Degree,3,Owner,East Midlands
544361779,Wave 3,female,17,No partner,No degree,Lowest 25%,Not owner,East Midlands
544361771,Wave 3,female,37,Partner,No degree,2,Not owner,East Midlands
544361767,Wave 3,male,45,Partner,No degree,2,Not owner,East Midlands
544361775,Wave 3,female,20,No partner,No degree,2,Not owner,East Midlands
544363127,Wave 3,female,33,No partner,No degree,2,Not owner,East Midlands
544364487,Wave 3,male,33,Partner,No degree,3,Owner,East Midlands
544364491,Wave 3,female,30,Partner,No degree,Lowest 25%,Owner,East Midlands
544365167,Wave 3,female,46,No partner,No degree,Lowest 25%,Owner,East Midlands
546292364,Wave 3,male,26,Partner,Degree,2,Not owner,East Midlands
544365171,Wave 3,female,23,Partner,Degree,3,Not owner,East Midlands
544366531,Wave 3,female,67,Partner,No degree,Lowest 25%,Not owner,East Midlands
544366527,Wave 3,male,74,Partner,No degree,2,Not owner,East Midlands
544367211,Wave 3,male,37,No partner,Degree,2,Not owner,East Midlands
544367207,Wave 3,male,71,No partner,No degree,Lowest 25%,Owner,East Midlands
544368571,Wave 3,male,43,Partner,No degree,2,Owner,East Midlands
544368567,Wave 3,female,37,Partner,No degree,2,Owner,East Midlands
